"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",35.465088,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",35.655266,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1993",21.418512,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",21.740088,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",22.807888,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",24.797144,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",26.414537,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",27.711052,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",28.838318,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",30.789335,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",32.061394,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",32.682934,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",32.562542,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",33.12809,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",35.344658,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",36.054111,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",39.232346,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",39.784927,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",40.772198,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",42.043972,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",44.97641,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",43.913063,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",45.340527,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",47.239651,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",47.630001,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",50.127247,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",50.837093,
"AUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",51.648521,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",20.959906,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",21.409132,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",22.137461,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",22.145061,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",23.499393,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",24.682976,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",25.881966,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",25.959198,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",26.770844,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",28.151951,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",28.621651,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",29.142385,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",30.600239,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",31.872847,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",31.769451,
"AUT","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",33.357452,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",15.446197,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",18.616419,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",19.710215,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",22.410318,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",24.733135,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",27.610184,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",28.119604,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",28.908737,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",29.820688,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",31.359032,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",32.211079,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",32.99017,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",33.718624,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",33.974564,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",35.328266,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",36.989594,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",36.821182,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",37.926952,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",38.285236,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",39.860054,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",40.091373,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",40.828674,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",43.657627,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",44.334103,
"BEL","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",44.806469,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1981",21.186768,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1990",28.259064,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",28.416191,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",29.247053,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1993",30.773291,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",34.7215,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",36.014885,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",37.443039,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",39.31966,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",40.059422,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",41.448174,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",42.533607,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",44.336918,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",45.580956,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",46.709377,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",47.751583,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",49.375427,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",50.499496,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",52.201885,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",52.928272,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",53.706112,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",55.174629,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",56.068321,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",57.794395,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",58.730656,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",59.124844,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",61.063675,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",62.385227,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",62.985828,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",64.394012,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",65.525139,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",7.8054962,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",8.1785927,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",8.3710794,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",8.4804907,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",9.0652227,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",9.284236,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",9.393425,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",10.125204,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",10.454591,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",10.768107,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",11.645926,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",12.281507,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",12.63084,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",13.740888,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",14.90211,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",16.267406,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",18.065575,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",19.544611,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",20.968353,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",22.367245,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",23.440073,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",24.062445,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",25.483604,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",26.133144,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",26.108458,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1981",13.891511,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1988",17.285822,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",18.390015,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",19.446356,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",20.001463,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",22.09598,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",26.507191,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",27.086575,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",27.176115,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",30.982752,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",31.70907,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",33.449036,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",34.922371,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",36.18129,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",37.015888,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",33.536175,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",33.643822,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",35.535122,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",36.495869,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",37.852802,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",39.937965,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",40.422455,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",40.692032,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",42.565228,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",42.522121,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",44.316708,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",45.166317,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",45.869457,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",35.872776,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",36.957314,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",38.462265,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",39.401237,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",40.362099,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",41.661633,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",42.23674,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",43.27985,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",43.969322,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",45.724716,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",46.156898,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",47.075142,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",48.469807,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",49.341976,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",50.7971,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",52.151714,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",53.070175,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",53.511948,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1981",10.557167,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",13.397391,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",14.894364,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",15.635099,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",17.900284,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",18.855011,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",20.317392,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",21.06875,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",21.89205,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",22.027519,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",23.550108,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",24.844231,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",24.76334,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",25.431391,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",26.555849,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",27.580599,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",27.973269,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",29.074776,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",30.428736,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",30.673267,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",31.422382,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",32.671661,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",34.049885,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",35.7752,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",36.540623,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",36.876068,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",37.543358,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",39.442608,
"FRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",40.550228,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",10.403635,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",15.296329,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",15.162838,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",16.095867,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",16.574541,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",16.959478,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",17.424431,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",17.549835,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",18.325188,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",18.192644,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",18.611786,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",19.370392,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",20.601019,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",20.297405,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",20.147552,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",20.749664,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",21.83062,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",23.066357,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",23.37282,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",24.903835,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",25.742893,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",26.347219,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",23.663828,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",24.437277,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",25.228304,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",25.732599,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",26.440598,
"DEU","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",27.315199,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1987",6.6999474,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1988",7.3937535,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",7.7682757,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1990",8.4336395,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",9.0289335,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",9.7544556,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1993",10.67055,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",11.546397,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",12.074759,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",12.831325,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",13.433756,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",15.053772,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",15.416656,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",15.715105,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",16.416426,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",17.347368,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",17.931763,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",19.71912,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",20.311262,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",21.305334,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",21.682127,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",22.832247,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",23.30374,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",24.547791,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",25.98332,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",26.733065,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",27.519138,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",28.51054,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",30.0784,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",31.91032,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",32.712036,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",33.103279,
"GRC","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",33.565025,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",12.178566,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",13.363412,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",13.808351,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",14.352439,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",14.429396,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",14.5824,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",15.942147,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",17.531971,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",18.237226,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",19.022438,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",19.560244,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",20.988491,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",22.124817,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",22.49086,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",23.469839,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",24.860256,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",25.501186,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",26.337843,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",27.318335,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",26.829664,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",26.998577,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",28.486479,
"HUN","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",30.266064,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",30.194607,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",29.742111,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",32.168613,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",34.301445,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",33.744808,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",34.75301,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",36.736088,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",37.840931,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",39.501953,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",41.269173,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",42.471531,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",43.302914,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",46.322239,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",48.270401,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",50.520809,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",52.839901,
"ISL","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",53.411011,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",13.910417,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",14.699014,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",16.195951,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",17.637775,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",19.298876,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",21.831142,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",24.108467,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",25.679022,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",26.85405,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",28.722975,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",30.596048,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",33.539158,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",35.029663,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",36.824852,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",38.652878,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",40.753574,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",41.405052,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",43.099594,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",45.214443,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",44.563564,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",46.547295,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",48.972515,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",50.639732,
"IRL","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",50.968983,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",4.7122464,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",5.1844144,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",5.445128,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",6.5385609,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",7.0455132,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",8.0277414,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",8.8876667,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",9.0649252,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",9.881321,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",10.246637,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",10.462543,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",12.093648,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",12.830312,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",13.678071,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",14.676938,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",15.708399,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",15.989163,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",16.332973,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",16.449827,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",17.459343,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",18.117186,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",18.865322,
"ITA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",19.778906,
