"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",31.711979,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",33.167648,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",33.52882,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",34.27697,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",35.037582,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",36.128067,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",37.501244,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",38.296085,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",38.920006,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",39.64632,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",40.124405,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",40.598663,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",41.730682,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",42.823307,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",43.397057,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",43.973343,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",44.586857,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",45.133545,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",46.359722,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",46.897011,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",47.412323,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",48.507526,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",49.545597,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",50.435326,
"USA","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",51.534691,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",18.869257,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",19.570387,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",20.699968,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",21.795214,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",22.821455,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",23.598553,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",24.307671,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",24.394379,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",24.082304,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",24.951094,
"ARG","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",39.529755,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",10.483443,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",12.012922,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",11.914505,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",12.884999,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",14.725452,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",15.589705,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",16.425022,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",16.803698,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",19.132725,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",19.541754,
"BRA","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",20.977964,
"CHL","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",17.131065,
"CHL","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",17.731251,
"CHL","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",21.132866,
"CHL","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",22.493267,
"CHL","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",25.628315,
"CHN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",8.5629225,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",23.951704,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",23.391415,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",24.191235,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",24.279985,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",25.569864,
"COL","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",26.081968,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",35.146767,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",35.281303,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",34.441845,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",35.187653,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",35.603615,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",35.443844,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",35.695816,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",37.194561,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",38.865856,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",38.761127,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",39.773857,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",41.563114,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",44.962532,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",43.77713,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",45.152157,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",45.828297,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",45.959515,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",46.141506,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",47.362286,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",48.067318,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",49.222305,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",51.221062,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",51.766712,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",6.6263433,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",4.6314678,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",5.5037389,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",6.5544543,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",6.0257816,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",7.2756858,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",7.8890595,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",8.0908623,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",8.6462975,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",9.111598,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",9.568326,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",10.465724,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",11.416537,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",11.992479,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",44.275032,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",45.457832,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",45.806358,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",47.1464,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",47.134624,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",48.661175,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",49.3806,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",49.553558,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",50.800053,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",51.810978,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",53.042099,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",52.97908,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",54.461967,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",55.332455,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",54.747131,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",55.366119,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",18.373289,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",17.842968,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",18.945898,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",19.435244,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",19.878185,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",20.249584,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",21.101116,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",20.640921,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",22.914892,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",23.920837,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",25.482559,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",26.514925,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",30.469065,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",32.029045,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",32.744148,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",34.279606,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",36.352661,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",38.201538,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",37.793896,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",40.124584,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",41.924561,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",42.144421,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",42.31316,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",43.736454,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",57.851639,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",58.022251,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",58.174297,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",58.519215,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",58.748158,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",59.72374,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",60.210949,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",63.214821,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",63.460545,
"SAU","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",22.558393,
"SAU","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",23.19838,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",17.341646,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",17.137419,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",20.10025,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",21.706018,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",22.831985,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",24.460098,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",25.809883,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",26.446932,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",27.864328,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",28.145533,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",30.120878,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",31.995443,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",33.303898,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",34.072308,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",36.687336,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",37.551964,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",39.377754,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",38.859341,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",40.225487,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",4.6959581,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",4.6340699,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",4.7288394,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",5.2348843,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",5.3235674,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",6.2654891,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",6.299407,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",7.0755095,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",7.1462154,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",7.6512842,
"ZAF","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",7.3414416,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",19.068987,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",19.553185,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",21.690475,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",21.623345,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",23.110121,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",24.734489,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",25.114838,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",26.782889,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",27.22003,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",28.582167,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",29.772256,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",30.774446,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",31.928823,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",32.590421,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",34.337438,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",35.020565,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",36.043136,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",36.670482,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",37.876262,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",38.76795,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",40.172275,
"OAVG","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",41.380488,
"IND","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",7.7748356,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",46.26981,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",30.080574,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",30.722498,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",32.90799,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",35.041939,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",35.96101,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",38.24588,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",39.308311,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",40.19408,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",41.460518,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",42.570419,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",45.31752,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",47.049824,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",47.334618,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",48.837761,
"LTU","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",50.450352,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1987",9.7411337,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1988",10.528621,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1989",11.043863,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1990",11.583088,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",9.9588661,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",11.607765,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1993",12.533188,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",12.538079,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",13.643369,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",12.881759,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",14.044616,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",16.776888,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",16.384277,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",16.3312,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",17.608408,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",17.969522,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",18.733418,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",19.316385,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",20.576881,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",21.664228,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",22.010872,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",22.817001,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",24.131628,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",21.925285,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",22.210791,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",24.033546,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",24.794907,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",24.262573,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",24.09667,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",24.779873,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",24.189367,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2018",23.628597,
"CRI","EDUADULT","TRY_WOMEN","PC_25_64","A","2019",26.251854,
"G20","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",28.731463,
"G20","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",28.427593,
